사업장명,지번주소,도로명주소,도로명우편번호,소재지우편번호,좌표정보(X),좌표정보(Y),위도,경도
미래회관 마곡점,서울특별시 강서구 마곡동 774-4 마곡센트럴타워Ⅰ(가양1동),"서울특별시 강서구 공항대로 227, 마곡센트럴타워Ⅰ 1층 117,118,119호 (마곡동)",07802,157-210,185150.32136415,450822.870557532,37.55976511906899,126.83271143989516
가자 볼살 통삼겹,서울특별시 서대문구 북가좌동 298-1,"서울특별시 서대문구 응암로2길 16, 1층 (북가좌동)",03683,120-812,192186.270103278,453086.330761526,37.580247471833054,126.91232948748063
뮤리엘커피(Muriel coffee),서울특별시 금천구 가산동 550-1 롯데아이티캐슬 지하1층 B111호,"서울특별시 금천구 가산디지털2로 98, 지하1층 B111호 (가산동, 롯데아이티캐슬)",08506,153-803,189369.53962474,441629.361414684,37.47698094714323,126.88060304417537
아이캔리부트 서울대점,서울특별시 관악구 봉천동 881-22 성약교회,"서울특별시 관악구 청룡7길 33, 성약교회 1층 (봉천동)",08786,151-836,195329.610520953,441961.306831627,37.48002145993923,126.94799048748803
싸다김밥 신도림역점,서울특별시 구로구 신도림동 337 대우푸르지오상가 110호,"서울특별시 구로구 경인로 661, 110호 (신도림동, 대우푸르지오상가)",08208,152-887,190005.132500398,445250.538868558,37.50961853469138,126.88774040398137
마부육전 학동점,서울특별시 강남구 논현동 38-8 지상1층 102호,"서울특별시 강남구 학동로25길 11 (논현동,지상1층 102호)",06046,135-815,202480.896613159,445792.739761251,37.51455508286257,127.02886517323192
겟엠푸드,서울특별시 강서구 화곡동 783-23 (지상 1층),"서울특별시 강서구 등촌로3길 17 (화곡동,1층)",07785,157-897,187794.431815437,447675.295726284,37.53144135926007,126.86269327085432
쭈꾸미도사,서울특별시 광진구 화양동 7-38,서울특별시 광진구 동일로22길 94 (화양동),05018,143-914,206048.618422884,448748.197649814,37.54117015976752,127.06924938178258
남도,서울특별시 송파구 가락동 174-12,서울특별시 송파구 오금로44길 5 (가락동),05769,138-811,211946.425139176,443850.694905999,37.4969813553523,127.1359123732518
가마로강정 한티점,서울특별시 강남구 대치동 908,"서울특별시 강남구 선릉로 344, 지상1층 6호 (대치동)",06199,135-841,204458.075402138,444255.928967185,37.50069943277366,127.0512227107698
승천냉면,서울특별시 관악구 신림동 539-18,"서울특별시 관악구 남부순환로145길 14, 1층 (신림동)",08767,151-876,192176.5302068,442226.693264625,37.482391554688604,126.91233486231073
디엘 토르점,서울특별시 마포구 창전동 3-81,"서울특별시 마포구 서강로9길 36, 1층 102호 (창전동)",04061,121-880,193889.077178752,450183.756778165,37.55410549512992,126.93163359744062
19℃감성포차,서울특별시 관악구 신림동 1638-15,"서울특별시 관악구 신원로 39, 3층 (신림동)",08776,151-930,193685.367083778,442254.360437013,37.48265240738701,126.92939602612296
미각중화요리,서울특별시 강동구 명일동 48-2,"서울특별시 강동구 동남로73길 23, 2층 (명일동)",05269,134-825,213620.683279907,450050.909479909,37.5528280349844,127.15496286115376
스시연,서울특별시 강동구 암사동 413-3 프라이어팰리스,"서울특별시 강동구 고덕로 140, 프라이어팰리스 1층 110호 (암사동)",05256,134-050,212366.840633987,450251.758832252,37.55465554735863,127.14077493057731
다온김밥,서울특별시 강동구 명일동 15 삼익그린맨션,"서울특별시 강동구 명일로 375, 삼익그린맨션 상가동 1층 28호 (명일동)",05267,134-824,213048.692179757,450124.105734971,37.55349587518656,127.14849022097076
120겹파이,서울특별시 동대문구 답십리동 250-19,"서울특별시 동대문구 전농로 73-18, 1층 (답십리동)",02599,130-802,204899.885465546,452139.451366444,37.57173534670319,127.05627236325736
강탄치킨,서울특별시 중구 초동 61-1,"서울특별시 중구 마른내로2길 14, 2층 (초동)",04555,100-300,199234.318093621,451287.155832093,37.564068092721094,126.99213248453503
풍기 (poongi),서울특별시 종로구 와룡동 55,"서울특별시 종로구 율곡로8길 57-4, 1층 (와룡동)",03134,110-360,199164.229916495,452495.581433585,37.57495705743951,126.99133770927938
권할머니,서울특별시 노원구 공릉동 411-12,서울특별시 노원구 공릉로41길 8 (공릉동),01835,139-804,206929.673868861,458034.566307362,37.62484240983875,127.07930768986166
타코낫타코,서울특별시 성동구 성수동2가 345-9,"서울특별시 성동구 성덕정길 75, 1층 (성수동2가)",04775,133-828,204509.046016475,448426.58704768,37.53828095267356,127.05182479445261
비지터,서울특별시 종로구 옥인동 170 지하층,"서울특별시 종로구 옥인길 32-3, 지하층 (옥인동)",03034,110-035,197010.12050489,453198.119929732,37.58128309103349,126.96694678751595
부산어묵,서울특별시 중구 명동2가 86,"서울특별시 중구 남대문로 68, 1층 (명동2가)",04535,100-810,198358.566988241,451204.171702321,37.56331918472933,126.98221917234193
안식당,서울특별시 광진구 중곡동 141-26 대성빌리지 B01호,"서울특별시 광진구 천호대로111길 29, 지하1층 B01호 (중곡동, 대성빌리지)",04928,143-891,207211.862233456,450607.378294142,37.557914762413745,127.08243152456262
아차산 닭발,서울특별시 광진구 중곡동 94-13 1층,"서울특별시 광진구 천호대로127길 19, 1층 (중곡동)",04953,143-888,207867.783459848,450179.98615898,37.554058195671125,127.08985134747151
옛날잔치국수,서울특별시 동대문구 제기동 910,"서울특별시 동대문구 고산자로42길 6, 1층 (제기동)",02571,130-863,203377.157261782,453250.677047013,37.58175533894715,127.0390384454767
화조식당,서울특별시 동대문구 제기동 1019 경동시장,"서울특별시 동대문구 고산자로36길 3, 경동시장 신관지하층 40018-1호 (제기동)",02571,130-865,203403.019535366,452985.725419514,37.57936779095688,127.0393300451032
포지(FFOZV),서울특별시 동대문구 전농동 620-4 청량리 창보 리버리치2,"서울특별시 동대문구 왕산로 192, 청량리 창보 리버리치2 2층 202호 (전농동)",02559,130-851,203871.556031453,453032.727623015,37.57978947249905,127.04463520793809
화난상회,서울특별시 중랑구 면목동 153-46,"서울특별시 중랑구 겸재로22길 37, 1층 (면목동)",02215,131-821,207125.066203509,453650.192891453,37.58533395781086,127.0814786473616
피자스팟,서울특별시 서초구 양재동 279 덕산빌딩 106호,"서울특별시 서초구 논현로17길 19, 덕산빌딩 106호 (양재동)",06775,137-895,203902.377425675,441535.523048613,37.47618826056955,127.04492311360946
준포(Pho),서울특별시 강동구 암사동 462-16,"서울특별시 강동구 고덕로10길 22, 1층 101호 (암사동)",05251,134-857,211403.622212197,450172.637847661,37.55395501554962,127.12987147385171
케이타운포유 코엑스 카페,서울특별시 강남구 삼성동 159 코엑스,"서울특별시 강남구 영동대로 513, 코엑스 지상4층 (삼성동)",06164,135-731,205130.591678902,445590.096837802,37.512718142105015,127.05883845652237
만석집(萬？集)다온,서울특별시 송파구 신천동 7 장미아파트,"서울특별시 송파구 올림픽로35길 124, 장미아파트 A상가 2동 지하1층 32-1,33-1,33-2호 (신천동)",05504,138-934,208707.089897534,446299.352775446,37.5190824308864,127.09930500001178
르칵투스,서울특별시 강동구 명일동 339-21,"서울특별시 강동구 양재대로134길 49, 1,2층 101,102호 (명일동)",05294,134-830,212859.261959639,449519.249923845,37.54804823083689,127.14633558357906
숙성회136 상일점,서울특별시 강동구 고덕동 188-9,"서울특별시 강동구 상일로19길 19, 1층 103호 (고덕동)",05222,134-801,214932.55348896,450778.636784135,37.55936519393873,127.16982574459928
펍더문,서울특별시 중구 다동 130,"서울특별시 중구 다동길 30, 2층 (다동)",04522,100-180,198260.880732247,451708.909162308,37.56786715687738,126.9811121785777
후투타코,서울특별시 용산구 이촌동 302-146,"서울특별시 용산구 양녕로 445, 노들섬 2층 A-9호 (이촌동)",04427,140-854,196186.149423384,446196.846273533,37.518191940507755,126.957653675558
코코모모,서울특별시 용산구 한강로2가 153-8,"서울특별시 용산구 한강대로38가길 7-2, 1-2층 (한강로2가)",04386,140-872,197286.53990125,447490.672291981,37.52985448207924,126.97009768088414
수작카츠(자양점),서울특별시 광진구 자양동 507-6 이튼타워리버2차 1층107호,"서울특별시 광진구 능동로 50, 1층 107호 (자양동, 이튼타워리버2차)",05070,143-861,206043.358791333,448141.665395069,37.5357047561027,127.06918486953407
미아회관 제기직영점,서울특별시 동대문구 제기동 798,"서울특별시 동대문구 고산자로 488, 1층 (제기동)",02479,130-863,203362.804586446,453429.684275125,37.583368407272985,127.03887675638836
면목9990(구구구공),서울특별시 중랑구 면목동 174-24,"서울특별시 중랑구 겸재로10길 20, 1층 (면목동)",02230,131-822,206834.652453398,453677.21212,37.58557962677096,127.0781904852669
포레스트(forest),서울특별시 성동구 성수동1가 685-449,"서울특별시 성동구 서울숲2길 20-12, 지1층,1층,2층 (성수동1가)",04768,133-825,203530.459567777,449392.817887178,37.546991883934574,127.04075566597903
카페진정성 X 서울브루어리,서울특별시 성동구 성수동2가 310-53,"서울특별시 성동구 연무장길 28-12, 1층 (성수동2가)",04781,133-827,204553.795077999,448979.490026691,37.54326291922997,127.05233460794193
국밥집 며느리,서울특별시 강남구 대치동 953-21 수왕빌딩,"서울특별시 강남구 역삼로 519, 수왕빌딩 지상1층 102호 (대치동)",06184,135-847,205240.796330493,444622.156654659,37.5039954063345,127.06007821917012
학교종이땡땡땡,서울특별시 강북구 미아동 1353 에스케이북한산시티아파트 상가2동 103호(우측),"서울특별시 강북구 삼양로19길 157, 에스케이북한산시티아파트 상가2동 1층 (우측)103호 (미아동)",01192,142-100,201045.611312321,457292.961457264,37.61818544916632,127.01264488869508
무궁화,서울특별시 강북구 수유동 7-8,"서울특별시 강북구 수유로 74, 우측 호 (수유동)",01081,142-891,201851.678846967,459306.106892291,37.63632429210945,127.02178127690688
꼬꼬스토리,서울특별시 도봉구 도봉동 30-1 도봉한신아파트,"서울특별시 도봉구 도봉로180나길 41, 도봉한신아파트 지하1층 제46~49호 (도봉동)",01318,132-800,204169.847670316,464814.717432497,37.68595355593621,127.04807979151138
동치냉면 쌍문1호점,서울특별시 도봉구 쌍문동 381-36,"서울특별시 도봉구 우이천로 335, 1층 (쌍문동)",01451,132-884,202243.656259762,460473.652006611,37.646843944241674,127.02622633770692
샐러리아 상계점,서울특별시 노원구 중계동 584-1 삼창타워프라자,"서울특별시 노원구 한글비석로 383, 삼창타워프라자 지하1층 20, 21호 (중계동)",01699,139-867,206341.9040064,461845.120373232,37.65918279941452,127.07268180744042
우리동네 쉼터,서울특별시 은평구 구산동 199-3 구산빌딩,"서울특별시 은평구 서오릉로 187, 구산빌딩 1층 (구산동)",03410,122-823,192204.317641686,456765.388609512,37.61339912601469,126.91249466045073
김쉐프의특이한족발 그리고 특이한분식,서울특별시 양천구 신월동 493-18,"서울특별시 양천구 오목로 79, 1층 (신월동)",07935,158-838,186351.045,446783.87,37.52338853785891,126.84637787420641
신의주 찹쌀순대 불광점,서울특별시 은평구 대조동 26-14 대경아르체아파트,"서울특별시 은평구 진흥로 153, 1층 106호 (대조동, 대경아르체아파트)",03396,122-837,193430.242312807,456311.99164238,37.60932320887541,126.92638534165388
찐국수,서울특별시 서대문구 북가좌동 292-15,"서울특별시 서대문구 증가로 229, 1층 (북가좌동)",03682,120-812,192312.022269722,453285.406009344,37.58204237574672,126.91375121916757
정선곤드레쌈밥,서울특별시 종로구 관훈동 62-0번지 ,서울특별시 종로구 인사동12길 11 (관훈동),03146,110300,198605.355361239,452479.949699234,37.574815524548875,126.98501036086266
브라더스 에프앤씨(공간분식당),서울특별시 마포구 서교동 346-5,"서울특별시 마포구 홍익로2길 27-17, 지하1층 좌측호 (서교동)",04055,121-837,193240.076030276,450367.443369836,37.555756151347765,126.92428619959382
나루,서울특별시 마포구 대흥동 242-1,"서울특별시 마포구 백범로20길 10-9, 지1층 (대흥동)",04149,121-809,194925.319155593,449368.899451899,37.546769149304716,126.94336791757055
로라유통,서울특별시 성북구 정릉동 525-1 아이콘스타,"서울특별시 성북구 아리랑로19가길 4, 1층 103호 (정릉동, 아이콘스타)",02820,136-851,200931.979792304,455566.462089212,37.602628332585425,127.01135544975773
신마라명가 양천점 마라탕&마라샹궈,서울특별시 양천구 신정동 281-27,"서울특별시 양천구 신목로5길 15-2, 1층 (신정동)",08017,158-852,188642.462823813,446148.432824217,37.51769368186706,126.87231236770566
설레이는..연이곱창 양천직영점,서울특별시 양천구 목동 738-5,"서울특별시 양천구 목동중앙남로10길 10, 1층 3호 (목동)",07960,158-815,188176.573165085,448436.917378691,37.538309269403456,126.86700495155681
블루커피베이크(blu koffee bake),서울특별시 중구 인현동1가 57-2,"서울특별시 중구 충무로4길 21, 1층 (인현동1가)",04549,100-281,199407.226119649,451426.016115463,37.565319480032734,126.99408969030125
